,epoch,time,train_auc,test_auc
35,3500,184.39156198501587,0.8963328831439092,0.8965911664210839
36,3600,189.8128650188446,0.8964694877230259,0.8967231893940012
37,3700,195.3929901123047,0.8966006700114616,0.8968481240254836
38,3800,201.25158214569092,0.896726159152641,0.8969662630493962
39,3900,206.5301330089569,0.8968445647494769,0.897071166320718
40,4000,211.6502070426941,0.8969540217609784,0.8971708944755057
41,4100,216.46750020980835,0.8970532765081397,0.897261443332683
42,4200,221.2102689743042,0.8971500729094309,0.8973536754095817
43,4300,226.25259232521057,0.89724076085005,0.8974337172119775
44,4400,231.91596817970276,0.8973249714491375,0.8975084479856877
45,4500,237.67735719680786,0.8974045826456156,0.8975819869143782
46,4600,243.12626791000366,0.8974845885188178,0.8976518248506379
47,4700,248.5807671546936,0.8975558547531871,0.8977177317892876
48,4800,253.3950321674347,0.8976222791038229,0.8977773031307261
49,4900,258.7143380641937,0.8976867919809118,0.897832974838897
50,5000,263.62349820137024,0.8977487562266057,0.8978835655235617
51,5100,268.8207859992981,0.8978094074628055,0.8979292110968715
52,5200,273.7625091075897,0.8978643088008472,0.8979777735540463
53,5300,278.95087003707886,0.8979176933420667,0.8980211713494675
54,5400,283.8577170372009,0.8979679643224624,0.8980661896359248
55,5500,289.05492901802063,0.8980157434223641,0.8981090751470832
56,5600,294.3318781852722,0.8980605946916651,0.8981462209835398
57,5700,299.10882019996643,0.898104891349883,0.8981833145460921
58,5800,304.3534541130066,0.8981464407485505,0.8982204603825489
59,5900,309.98032307624817,0.8981880726939839,0.8982548984307585
60,6000,315.33859515190125,0.8982280846591375,0.8982857191247843
61,6100,320.9411289691925,0.8982659555675524,0.8983155257050652
62,6200,326.3165400028229,0.8983000293247386,0.8983421017580551
63,6300,332.04834508895874,0.8983335949033977,0.8983747415839538
64,6400,338.13123416900635,0.8983679266192272,0.8984035654148321
65,6500,343.9154839515686,0.8983994801204687,0.8984271304909293
66,6600,350.3504641056061,0.8984300791747305,0.8984517724094571
67,6700,355.94411611557007,0.8984592233422442,0.8984737169945182
68,6800,361.1450183391571,0.8984876013725878,0.8984969475176273
69,6900,365.95517015457153,0.8985146199608811,0.8985159961283855
70,7000,371.20354104042053,0.8985401423890438,0.8985351492869527
71,7100,376.6812951564789,0.8985663148729873,0.8985527133188262
72,7200,382.28680300712585,0.8985896472322689,0.8985712810096641
73,7300,388.33251905441284,0.8986125488006161,0.8985939678841678
74,7400,395.77649116516113,0.8986347280847622,0.8986104864379537
75,7500,401.8570041656494,0.8986559606606879,0.8986275486403452
76,7600,407.1885802745819,0.8986767005356047,0.8986401361965215
77,7700,412.5272409915924,0.8986960912868175,0.8986524519283948
78,7800,417.74169301986694,0.8987171329733468,0.8986657295001088
79,7900,423.2945611476898,0.898733126409228,0.8986800316403487
80,8000,428.38966822624207,0.8987519341739072,0.8986957556307882
81,8100,433.6637990474701,0.8987719362871042,0.8987080190887572
82,8200,439.21041893959045,0.8987883579343333,0.8987180138592759
83,8300,444.9656641483307,0.8988045912717526,0.8987262208622644
84,8400,450.10731315612793,0.8988206801523319,0.898736393364058
85,8500,458.38144421577454,0.8988349272081984,0.8987475172509113
86,8600,464.24325919151306,0.8988498114219134,0.8987587143212308
87,8700,470.82183623313904,0.8988646853172828,0.8987700473037015
88,8800,478.10697293281555,0.8988782487827447,0.8987780765754152
89,8900,486.6661741733551,0.8988903573614587,0.8987858026584834
90,9000,492.1048300266266,0.8989050171511542,0.8987954942403565
91,9100,497.1245801448822,0.8989192384111564,0.8988033353260146
92,9200,502.0550911426544,0.8989325258608698,0.8988081967991225
93,9300,507.3381073474884,0.8989431434386258,0.8988144173937442
94,9400,512.6577732563019,0.8989533586008983,0.8988212966395615
95,9500,518.3874371051788,0.8989667285973777,0.8988289913582872
96,9600,524.5157511234283,0.8989775190074246,0.898838965219244
97,9700,530.3307271003723,0.8989884409763795,0.8988432621341846
98,9800,536.5848741531372,0.8989984549309105,0.8988468376692447
99,9900,542.1158862113953,0.8990083347469469,0.8988526714369741
